0.524075  0.458990
0.277124  0.318377
0.838383  0.528401
0.660990  0.662831
0.605795  0.743835
0.217882  0.497050
0.508550  0.334345
0.681532  0.380522
0.522727  0.435051
0.538469  0.651181
0.658603  0.779143
0.467790  0.562267
0.510983  0.577859
0.350176  0.403545
0.578102  0.387463
0.756809  0.448011
0.523375  0.705575
0.289683  0.755136
0.471240  0.227298
0.452459  0.705596
0.469451  0.832070
0.653074  0.769974
0.178895  0.599414
0.846340  0.450654
0.196726  0.432336
0.597587  0.763035
0.214247  0.522609
0.353947  0.529531
0.741277  0.726747
0.427148  0.316733
0.390409  0.426845
0.174603  0.392762
0.248953  0.522891
0.495073  0.844270
0.157821  0.543021
0.357724  0.461131
0.579310  0.576635
0.412845  0.576935
0.780616  0.627994
0.346408  0.713798
0.642184  0.372897
0.599328  0.423503
0.590937  0.512682
0.617193  0.212804
0.300651  0.457240
0.628687  0.718549
0.422290  0.606247
0.606460  0.818993
0.213311  0.327135
0.234446  0.593684
0.542180  0.445215
0.454777  0.326125
0.424049  0.638743
0.370131  0.578032
0.645862  0.639420
0.760781  0.638617
0.541303  0.768550
0.704078  0.277983
0.484654  0.470828
0.221231  0.298999
0.452583  0.634444
0.186011  0.488440
0.634692  0.530852
0.371122  0.404705
0.699793  0.702232
0.265152  0.636209
0.481760  0.501525
0.165923  0.583351
0.825777  0.414617
0.237631  0.431000
0.568636  0.471401
0.467744  0.735008
0.321876  0.425531
0.678324  0.212403
0.791690  0.447983
0.702328  0.285154
0.459532  0.285762
0.231811  0.475375
0.506825  0.643493
0.670325  0.778405
0.266368  0.737164
0.741855  0.538124
0.482946  0.422942
0.506860  0.726438
0.720721  0.246677
0.576914  0.266714
0.457178  0.833704
0.257208  0.490066
0.564129  0.817600
0.526803  0.565659
0.500812  0.702274
0.494808  0.361477
0.265422  0.694816
0.270196  0.438496
0.582439  0.513064
0.741772  0.699429
0.773221  0.716467
0.505562  0.786483
0.825573  0.546056
0.654292  0.320213
0.440454  0.295966
0.249145  0.367624
0.735737  0.429082
0.668022  0.524022
0.387822  0.720199
0.706896  0.708758
0.206384  0.551028
0.552554  0.360265
0.668265  0.352549
0.374659  0.687117
0.646299  0.407706
0.650761  0.247501
0.235450  0.387036
0.409841  0.314554
0.521850  0.762937
0.407390  0.704353
0.677554  0.618787
0.203075  0.525781
0.173293  0.531761
0.628550  0.807879
0.380940  0.691582
0.803743  0.669066
0.669832  0.777895
0.522149  0.574860
0.665527  0.464228
0.733779  0.298655
0.183565  0.475359
0.347522  0.284851
0.827432  0.480627
0.288518  0.774045
0.648570  0.613253
0.763273  0.361356
0.617383  0.275463
0.414576  0.444563
0.730710  0.755907
0.482301  0.694310
0.601118  0.800749
0.732040  0.595929
0.825296  0.415138
0.263867  0.576324
0.709064  0.297619
0.352167  0.332617
0.246552  0.596796
0.481406  0.194792
0.313625  0.641574
0.691074  0.550496
0.464324  0.679788
0.668423  0.531523
0.568422  0.538092
0.590862  0.384578
0.421153  0.563177
0.291082  0.285746
0.605779  0.683219
0.282979  0.772873
0.165368  0.414423
0.448728  0.671859
0.444929  0.827575
0.800022  0.649399
0.242429  0.673955
0.326299  0.774499
0.569548  0.830547
0.810923  0.631898
0.664866  0.547577
0.728020  0.238908
0.430087  0.818879
0.529134  0.614754
0.746474  0.614956
0.821519  0.481762
0.746649  0.307044
0.312552  0.228145
0.317303  0.478887
0.332580  0.414328
0.581429  0.424080
0.441495  0.491276
0.396638  0.466822
0.682489  0.266583
0.676065  0.202430
0.329319  0.221864
0.434680  0.461975
0.689443  0.500290
0.320550  0.356639
0.296330  0.597708
0.737933  0.246378
0.224971  0.386259
0.639403  0.231709
0.436071  0.443745
0.649491  0.325540
0.242054  0.679201
0.305730  0.313683
0.619870  0.543065
0.578544  0.722574
0.392155  0.689950
0.465241  0.352891
0.793361  0.577294
0.618273  0.372064
0.613269  0.461275
0.724742  0.313617
0.610548  0.524894
0.768175  0.678113
0.570202  0.550908
0.444231  0.411553
0.477638  0.706701
0.261748  0.371689
